date,consumerloans
2004-08-11,629.0909651743843
2004-08-18,633.9760651743843
2004-08-25,636.5880651743844
2004-09-01,634.6847651743843
2004-09-08,634.2643651743844
2004-09-15,638.1084651743843
2004-09-22,639.0656651743843
2004-09-29,635.7187651743843
2004-10-06,637.2675869721356
2004-10-13,634.3818869721356
2004-10-20,638.5188869721356
2004-10-27,637.7140869721356
2004-11-03,636.7911869721356
2004-11-10,632.5664869721356
2004-11-17,633.1528869721357
2004-11-24,633.1685869721357
2004-12-01,632.5802869721356
2004-12-08,633.5411869721356
2004-12-15,636.9140869721357
2004-12-22,642.8268869721356
2004-12-29,642.2198869721357
2005-01-05,645.24617307224
2005-01-12,642.00807307224
2005-01-19,640.2378730722401
2005-01-26,639.0322730722401
2005-02-02,634.0598730722401
2005-02-09,632.1222730722401
2005-02-16,639.22087307224
2005-02-23,639.2621730722401
2005-03-02,639.10037307224
2005-03-09,636.3945730722401
2005-03-16,638.1977730722401
2005-03-23,637.7197730722401
2005-03-30,638.2880730722401
2005-04-06,640.4551996133172
2005-04-13,638.9886996133172
2005-04-20,644.0375996133172
2005-04-27,644.8010996133172
2005-05-04,640.2308996133172
2005-05-11,637.8387996133172
2005-05-18,641.5650996133172
2005-05-25,640.4142996133172
2005-06-01,639.0846996133172
2005-06-08,639.6420996133172
2005-06-15,642.7667996133173
2005-06-22,644.9941996133173
2005-06-29,642.4734996133172
2005-07-06,645.2124641858818
2005-07-13,645.0877641858817
2005-07-20,648.8415641858818
2005-07-27,649.2398641858817
2005-08-03,646.3125641858818
2005-08-10,645.8603641858817
2005-08-17,647.3047641858818
2005-08-24,647.6298641858818
2005-08-31,645.2480641858817
2005-09-07,645.3884641858817
2005-09-14,649.9510641858817
2005-09-21,650.7541641858818
2005-09-28,650.5418641858818
2005-10-05,645.0031186131048
2005-10-12,643.5841186131049
2005-10-19,645.6748186131049
2005-10-26,648.2301186131049
2005-11-02,649.7774186131048
2005-11-09,647.8332186131049
2005-11-16,652.0073186131049
2005-11-23,651.9184186131049
2005-11-30,649.3593186131048
2005-12-07,648.3430186131048
2005-12-14,654.6502186131049
2005-12-21,654.0394186131049
2005-12-28,655.5737186131048
2006-01-04,655.6763628279278
2006-01-11,653.3476628279278
2006-01-18,657.1290628279278
2006-01-25,656.4598628279279
2006-02-01,650.0354628279279
2006-02-08,648.7612628279278
2006-02-15,650.3922628279279
2006-02-22,649.0718628279278
2006-03-01,645.5990628279278
2006-03-08,643.6644628279278
2006-03-15,643.3473628279278
2006-03-22,645.9895628279278
2006-03-29,645.3991628279279
2006-04-05,645.5025543179418
2006-04-12,648.9442543179418
2006-04-19,651.4801543179417
2006-04-26,653.9042543179418
2006-05-03,652.5232543179418
2006-05-10,653.5225543179417
2006-05-17,659.3170543179417
2006-05-24,660.1085543179418
2006-05-31,657.4715543179418
2006-06-07,654.1097543179418
2006-06-14,657.3453543179418
2006-06-21,659.1623543179418
2006-06-28,659.4194543179417
2006-07-05,663.0912787110186
2006-07-12,661.3810787110186
2006-07-19,668.3601787110185
2006-07-26,667.7275787110186
2006-08-02,665.2555787110186
2006-08-09,665.9927787110187
2006-08-16,669.4785787110186
2006-08-23,672.0170787110186
2006-08-30,669.6353787110186
2006-09-06,669.9262787110185
2006-09-13,668.8316787110186
2006-09-20,670.0706787110187
2006-09-27,668.9218787110186
2006-10-04,667.0237340807389
2006-10-11,666.845134080739
2006-10-18,666.717234080739
2006-10-25,666.2102340807389
2006-11-01,666.530534080739
2006-11-08,666.806034080739
2006-11-15,668.8707340807389
2006-11-22,670.1650340807389
2006-11-29,671.598234080739
2006-12-06,673.972734080739
2006-12-13,677.8125340807389
2006-12-20,679.0753340807389
2006-12-27,681.708934080739
2007-01-03,684.474328414515
2007-01-10,684.241028414515
2007-01-17,686.2954284145151
2007-01-24,687.2936284145151
2007-01-31,681.386228414515
2007-02-07,680.7624284145149
2007-02-14,684.498128414515
2007-02-21,681.297328414515
2007-02-28,672.308528414515
2007-03-07,672.536228414515
2007-03-14,671.379228414515
2007-03-21,673.274728414515
2007-03-28,671.804828414515
2007-04-04,676.690881814611
2007-04-11,677.992581814611
2007-04-18,681.1413818146109
2007-04-25,682.4097818146109
2007-05-02,681.083081814611
2007-05-09,680.7193818146109
2007-05-16,682.9351818146109
2007-05-23,682.9473818146109
2007-05-30,685.4520818146109
2007-06-06,684.4695818146109
2007-06-13,686.3969818146109
2007-06-20,690.0370818146109
2007-06-27,688.522481814611
2007-07-04,687.8702030236145
2007-07-11,688.2453030236145
2007-07-18,689.6595030236144
2007-07-25,688.9744030236145
2007-08-01,684.8498030236144
2007-08-08,686.2890030236144
2007-08-15,688.7772030236144
2007-08-22,689.3549030236145
2007-08-29,691.6508030236145
2007-09-05,691.6724030236144
2007-09-12,689.9704030236144
2007-09-19,696.9948030236144
2007-09-26,696.0053030236145
2007-10-03,694.6971172388087
2007-10-10,696.0362172388086
2007-10-17,695.6876172388086
2007-10-24,697.1846172388086
2007-10-31,694.9759172388086
2007-11-07,698.4771172388087
2007-11-14,703.7719172388086
2007-11-21,706.3263172388085
2007-11-28,708.8505172388086
2007-12-05,708.1741172388085
2007-12-12,712.3811172388087
2007-12-19,720.2363172388086
2007-12-26,719.4533172388086
2008-01-02,719.3378031140888
2008-01-09,716.6666031140888
2008-01-16,717.3317031140889
2008-01-23,718.0144031140889
2008-01-30,712.2119031140888
2008-02-06,709.9644031140888
2008-02-13,707.8632031140888
2008-02-20,710.6180031140889
2008-02-27,708.9902031140889
2008-03-05,708.1108031140889
2008-03-12,709.1035031140889
2008-03-19,706.6497031140889
2008-03-26,704.8936031140888
2008-04-02,704.151515209616
2008-04-09,705.641715209616
2008-04-16,714.2509152096161
2008-04-23,712.363415209616
2008-04-30,712.086715209616
2008-05-07,712.336715209616
2008-05-14,712.6042152096161
2008-05-21,710.6314152096161
2008-05-28,711.6032152096161
2008-06-04,709.469515209616
2008-06-11,709.2383152096161
2008-06-18,714.068315209616
2008-06-25,713.5126152096161
2008-07-02,714.1287904865616
2008-07-09,714.5639904865616
2008-07-16,720.8604904865615
2008-07-23,721.6911904865615
2008-07-30,723.0636904865615
2008-08-06,722.3995904865615
2008-08-13,722.4700904865615
2008-08-20,728.1017904865615
2008-08-27,728.7520904865615
2008-09-03,727.2562904865615
2008-09-10,726.8720904865615
2008-09-17,731.5524904865615
2008-09-24,733.3337904865616
2008-10-01,731.6524347856825
2008-10-08,732.4189347856825
2008-10-15,740.5225347856825
2008-10-22,741.0326347856825
2008-10-29,744.3471347856826
2008-11-05,744.0755347856825
2008-11-12,746.3306347856825
2008-11-19,750.5915347856825
2008-11-26,748.2471347856825
2008-12-03,747.7664347856826
2008-12-10,746.9174347856825
2008-12-17,751.4885347856825
2008-12-24,750.9933347856825
2008-12-31,748.6246347856825
2009-01-07,748.1035838550188
2009-01-14,758.5778838550189
2009-01-21,762.2664838550188
2009-01-28,756.0192838550188
2009-02-04,755.8343838550188
2009-02-11,755.5108838550188
2009-02-18,761.0911838550187
2009-02-25,759.7873838550188
2009-03-04,754.1422838550188
2009-03-11,755.6842838550187
2009-03-18,748.1944838550188
2009-03-25,739.1569838550188
2009-04-01,732.9463964325741
2009-04-08,734.155196432574
2009-04-15,738.648796432574
2009-04-22,735.6419964325742
2009-04-29,736.9916964325741
2009-05-06,728.5689964325741
2009-05-13,720.6760964325741
2009-05-20,729.9979964325742
2009-05-27,732.3187964325741
2009-06-03,725.929696432574
2009-06-10,721.256596432574
2009-06-17,720.4608964325741
2009-06-24,720.467596432574
2009-07-01,720.2391718565433
2009-07-08,719.2345718565433
2009-07-15,720.3674718565433
2009-07-22,723.3637718565433
2009-07-29,721.8813718565433
2009-08-05,717.0759718565433
2009-08-12,718.2571718565433
2009-08-19,722.1400718565433
2009-08-26,722.1361718565433
2009-09-02,714.3960718565434
2009-09-09,718.5739718565433
2009-09-16,719.5304718565433
2009-09-23,715.3952718565433
2009-09-30,707.9522718565433
2009-10-07,711.4115756937595
2009-10-14,711.2247756937595
2009-10-21,714.9565756937595
2009-10-28,714.1413756937595
2009-11-04,709.8491756937594
2009-11-11,708.7928756937595
2009-11-18,712.4378756937595
2009-11-25,712.3411756937595
2009-12-02,706.6643756937594
2009-12-09,705.2433756937595
2009-12-16,704.3956756937596
2009-12-23,699.5872756937595
2009-12-30,698.7000756937596
2010-01-06,693.9997667466064
2010-01-13,692.2734667466063
2010-01-20,691.5514667466064
2010-01-27,690.6720667466063
2010-02-03,686.3562667466065
2010-02-10,685.8352667466064
2010-02-17,687.1255667466064
2010-02-24,685.7207667466064
2010-03-03,680.8804667466064
2010-03-10,679.8727667466064
2010-03-17,683.0096667466064
2010-03-24,688.8804667466064
2010-03-31,683.4557667466064
2010-04-07,683.7354634075646
2010-04-14,682.4649634075646
2010-04-21,680.8110634075646
2010-04-28,679.8143634075647
2010-05-05,676.9715634075646
2010-05-12,675.5961634075646
2010-05-19,674.8923634075646
2010-05-26,672.1941634075646
2010-06-02,667.9689634075646
2010-06-09,668.4003634075647
2010-06-16,665.5195634075646
2010-06-23,665.0011634075646
2010-06-30,660.8298634075646
2010-07-07,661.1601647835976
2010-07-14,661.1039647835976
2010-07-21,660.1226647835975
2010-07-28,658.7397647835976
2010-08-04,657.3339647835976
2010-08-11,656.2857647835975
2010-08-18,655.1181647835975
2010-08-25,654.1660647835976
2010-09-01,651.1379647835976
2010-09-08,650.5288647835976
2010-09-15,650.4116647835975
2010-09-22,648.0583647835975
2010-09-29,649.5841647835975
2010-10-06,646.7654714655346
2010-10-13,646.7953714655346
2010-10-20,646.4241714655346
2010-10-27,644.2298714655346
2010-11-03,642.8239714655346
2010-11-10,642.3677714655346
2010-11-17,641.6224714655347
2010-11-24,640.8118714655346
2010-12-01,639.2647714655346
2010-12-08,641.2271714655346
2010-12-15,640.7740714655346
2010-12-22,640.1309714655346
2010-12-29,639.4330714655346
2011-01-05,638.931758894571
2011-01-12,637.038758894571
2011-01-19,638.2009588945709
2011-01-26,636.507658894571
2011-02-02,635.778258894571
2011-02-09,634.558458894571
2011-02-16,633.499558894571
2011-02-23,633.736458894571
2011-03-02,632.965958894571
2011-03-09,633.3476588945709
2011-03-16,634.031358894571
2011-03-23,633.998658894571
2011-03-30,634.687858894571
2011-04-06,632.698971275014
2011-04-13,631.7126712750139
2011-04-20,632.5531712750139
2011-04-27,631.5678712750139
2011-05-04,630.6231712750139
2011-05-11,630.3924712750139
2011-05-18,630.4920712750139
2011-05-25,629.7529712750139
2011-06-01,633.1330712750139
2011-06-08,633.3962712750139
2011-06-15,633.2747712750139
2011-06-22,633.8014712750139
2011-06-29,634.8947712750139
2011-07-06,635.5652637126129
2011-07-13,634.6061637126129
2011-07-20,634.9060637126129
2011-07-27,634.621963712613
2011-08-03,634.435463712613
2011-08-10,634.193663712613
2011-08-17,634.0057637126129
2011-08-24,634.0879637126129
2011-08-31,633.5718637126129
2011-09-07,633.2717637126129
2011-09-14,633.787063712613
2011-09-21,633.603963712613
2011-09-28,634.7075637126129
2011-10-05,636.7614977015671
2011-10-12,636.0596977015671
2011-10-19,636.113697701567
2011-10-26,635.8213977015671
2011-11-02,635.0681977015671
2011-11-09,635.5037977015671
2011-11-16,635.593397701567
2011-11-23,635.4849977015671
2011-11-30,636.7143977015671
2011-12-07,635.2757977015671
2011-12-14,635.520497701567
2011-12-21,635.0722977015671
2011-12-28,636.172997701567
2012-01-04,637.8467146979708
2012-01-11,635.7636146979708
2012-01-18,635.2405146979709
2012-01-25,632.7661146979708
2012-02-01,634.0947146979709
2012-02-08,633.0516146979708
2012-02-15,632.1544146979709
2012-02-22,631.0603146979709
2012-02-29,633.9814146979709
2012-03-07,633.8765146979708
2012-03-14,634.7772146979707
2012-03-21,634.2505146979709
2012-03-28,635.4262146979709
2012-04-04,636.2023426949311
2012-04-11,634.3203426949311
2012-04-18,633.4707426949311
2012-04-25,632.5094426949311
2012-05-02,635.0803426949311
2012-05-09,633.8460426949312
2012-05-16,633.4100426949311
2012-05-23,632.9048426949311
2012-05-30,636.6983426949311
2012-06-06,635.1900426949311
2012-06-13,635.0786426949311
2012-06-20,634.0030426949311
2012-06-27,633.1076426949311
2012-07-04,633.9179759525302
2012-07-11,632.7413759525302
2012-07-18,632.2782759525302
2012-07-25,631.3493759525302
2012-08-01,632.9232759525303
2012-08-08,632.9368759525303
2012-08-15,632.8360759525302
2012-08-22,632.9387759525302
2012-08-29,634.0114759525302
2012-09-05,633.5619759525302
2012-09-12,632.1218759525302
2012-09-19,632.3223759525303
2012-09-26,631.8677759525302
2012-10-03,634.0595769655617
2012-10-10,634.0896769655617
2012-10-17,633.2159769655617
2012-10-24,633.0730769655617
2012-10-31,635.3689769655617
2012-11-07,634.8668769655617
2012-11-14,634.9877769655617
2012-11-21,633.4722769655617
2012-11-28,634.8934769655617
2012-12-05,632.1783769655617
2012-12-12,631.7703769655617
2012-12-19,632.0756769655617
2012-12-26,632.8964769655618
2013-01-02,634.0176935070049
2013-01-09,632.9140935070048
2013-01-16,631.7712935070049
2013-01-23,632.4280935070049
2013-01-30,634.3796935070048
2013-02-06,633.7480935070049
2013-02-13,633.9453935070048
2013-02-20,633.1126935070049
2013-02-27,634.8260935070049
2013-03-06,633.1642935070049
2013-03-13,633.6468935070048
2013-03-20,632.9066935070049
2013-03-27,632.9385935070048
2013-04-03,632.9982303772516
2013-04-10,632.6586303772516
2013-04-17,632.8453303772516
2013-04-24,632.3494303772516
2013-05-01,632.6124303772516
2013-05-08,632.8819303772516
2013-05-15,633.0620303772516
2013-05-22,633.8507303772516
2013-05-29,635.4155303772516
2013-06-05,635.1868303772516
2013-06-12,635.8232303772515
2013-06-19,635.6686303772516
2013-06-26,635.6329303772516
2013-07-03,633.6712364786456
2013-07-10,633.7775364786455
2013-07-17,632.6156364786456
2013-07-24,631.3239364786456
2013-07-31,631.5732364786455
2013-08-07,631.6530364786455
2013-08-14,632.1236364786456
2013-08-21,632.0591364786455
2013-08-28,632.1451364786456
2013-09-04,632.7476364786455
2013-09-11,632.0386364786456
2013-09-18,632.1371364786455
2013-09-25,631.8421364786456
2013-10-02,633.6928892644563
2013-10-09,633.8439892644564
2013-10-16,634.1739892644564
2013-10-23,634.5541892644563
2013-10-30,636.2648892644563
2013-11-06,635.9189892644564
2013-11-13,636.3212892644564
2013-11-20,636.0128892644564
2013-11-27,634.6632892644565
2013-12-04,636.3231892644565
2013-12-11,636.7689892644564
2013-12-18,636.5102892644564
2013-12-25,637.8929892644564
2014-01-01,637.0457438543222
2014-01-08,637.5767438543221
2014-01-15,636.3691438543221
2014-01-22,637.0627438543221
2014-01-29,638.3204438543221
2014-02-05,638.5708438543221
2014-02-12,638.0674438543222
2014-02-19,639.7093438543221
2014-02-26,640.2363438543221
2014-03-05,639.9194438543221
2014-03-12,640.430643854322
2014-03-19,641.3694438543221
2014-03-26,641.2435438543221
2014-04-02,641.3484640299924
2014-04-09,642.1836640299925
2014-04-16,643.7457640299925
2014-04-23,644.3435640299925
2014-04-30,645.5783640299925
2014-05-07,645.9432640299925
2014-05-14,647.6410640299925
2014-05-21,647.3148640299925
2014-05-28,647.2415640299924
2014-06-04,647.6701640299925
2014-06-11,648.9076640299925
2014-06-18,648.5678640299925
2014-06-25,648.0843640299925
2014-07-02,648.7730427582696
2014-07-09,649.9238427582696
2014-07-16,650.2091427582696
2014-07-23,650.4143427582696
2014-07-30,651.8305427582696
2014-08-06,651.0813427582696
2014-08-13,651.8348427582696
2014-08-20,652.4421427582696
2014-08-27,653.0548427582696
2014-09-03,655.0517427582696
2014-09-10,654.1429427582697
2014-09-17,654.7374427582696
2014-09-24,654.4867427582697
2014-10-01,655.8856110069946
2014-10-08,655.3077110069946
2014-10-15,655.3271110069945
2014-10-22,656.3952110069947
2014-10-29,656.6633110069947
2014-11-05,657.4777110069947
2014-11-12,659.6987110069947
2014-11-19,660.0941110069946
2014-11-26,658.3118110069947
2014-12-03,658.4352110069947
2014-12-10,660.4309110069946
2014-12-17,659.6360110069945
2014-12-24,662.4341110069947
2014-12-31,660.6214110069945
2015-01-07,661.7627172567587
2015-01-14,662.9528172567586
2015-01-21,662.7699172567587
2015-01-28,662.8549172567587
2015-02-04,662.8403172567587
2015-02-11,664.5991172567586
2015-02-18,664.5929172567587
2015-02-25,662.5141172567587
2015-03-04,663.0773172567586
2015-03-11,663.4495172567587
2015-03-18,663.8839172567587
2015-03-25,664.8569172567587
2015-04-01,668.1483083440744
2015-04-08,669.2104083440743
2015-04-15,668.9560083440745
2015-04-22,669.6149083440744
2015-04-29,671.0786083440744
2015-05-06,671.3218083440743
2015-05-13,672.2111083440743
2015-05-20,671.8876083440744
2015-05-27,672.3815083440743
2015-06-03,671.8687083440743
2015-06-10,673.7567083440742
2015-06-17,673.3296083440744
2015-06-24,675.7263083440744
2015-07-01,676.5084212827785
2015-07-08,677.4386212827785
2015-07-15,677.4897212827784
2015-07-22,678.8433212827784
2015-07-29,680.0931212827785
2015-08-05,681.3530212827785
2015-08-12,682.2648212827785
2015-08-19,683.1557212827785
2015-08-26,682.8541212827785
2015-09-02,684.2965212827785
2015-09-09,686.6934212827784
2015-09-16,686.2377212827785
2015-09-23,686.2513212827785
2015-09-30,688.2299212827785
2015-10-07,689.552367852244
2015-10-14,690.7165678522439
2015-10-21,691.074567852244
2015-10-28,690.5578678522439
2015-11-04,692.0235678522439
2015-11-11,692.5307678522439
2015-11-18,693.625667852244
2015-11-25,693.5035678522439
2015-12-02,693.8712678522439
2015-12-09,695.1290678522439
2015-12-16,695.594867852244
2015-12-23,696.3437678522439
2015-12-30,697.4122678522439
2016-01-06,701.1398338139459
2016-01-13,701.0134338139459
2016-01-20,702.4840338139459
2016-01-27,701.1293338139459
2016-02-03,701.5540338139459
2016-02-10,702.0028338139459
2016-02-17,702.082433813946
2016-02-24,701.1855338139459
2016-03-02,702.6338338139459
2016-03-09,706.7043338139459
2016-03-16,707.4608338139459
2016-03-23,709.281233813946
2016-03-30,711.9938338139459
2016-04-06,711.8618585636623
2016-04-13,711.0432585636623
2016-04-20,712.8034585636623
2016-04-27,713.6157585636623
2016-05-04,714.6937585636623
2016-05-11,714.8378585636623
2016-05-18,715.8071585636624
2016-05-25,715.0036585636623
2016-06-01,716.9471585636624
2016-06-08,718.7888585636623
2016-06-15,720.0117585636623
2016-06-22,729.8173585636623
2016-06-29,731.6234585636623
2016-07-06,733.4922583915334
2016-07-13,734.0415583915334
2016-07-20,735.3204583915334
2016-07-27,735.2177583915334
2016-08-03,736.1533583915334
2016-08-10,737.2073583915334
2016-08-17,737.8390583915334
2016-08-24,738.3994583915334
2016-08-31,738.7509583915333
2016-09-07,739.8256583915334
2016-09-14,740.1861583915334
2016-09-21,740.8530583915334
2016-09-28,741.1965583915334
2016-10-05,743.305196252083
2016-10-12,743.3580962520829
2016-10-19,744.0484962520829
2016-10-26,742.885296252083
2016-11-02,744.0219962520829
2016-11-09,744.3062962520829
2016-11-16,744.163896252083
2016-11-23,744.946996252083
2016-11-30,749.4865962520829
2016-12-07,748.934196252083
2016-12-14,749.8873962520829
2016-12-21,749.0165962520829
2016-12-28,749.728596252083
2017-01-04,752.3959099742209
2017-01-11,750.9294099742209
2017-01-18,752.9148099742209
2017-01-25,751.121709974221
2017-02-01,752.735309974221
2017-02-08,753.499709974221
2017-02-15,752.6834099742209
2017-02-22,754.0023099742209
2017-03-01,754.481609974221
2017-03-08,754.213609974221
2017-03-15,754.4154099742209
2017-03-22,755.6381099742209
2017-03-29,755.6658099742209
2017-04-05,756.8380599900406
2017-04-12,758.3312599900406
2017-04-19,757.2992599900406
2017-04-26,756.1908599900406
2017-05-03,757.3382599900406
2017-05-10,757.1983599900406
2017-05-17,757.9072599900406
2017-05-24,759.0180599900406
2017-05-31,760.5606599900406
2017-06-07,760.0934599900406
2017-06-14,761.4216599900406
2017-06-21,764.0398599900406
2017-06-28,764.3234599900406
2017-07-05,766.4316911932893
2017-07-12,766.9538911932893
2017-07-19,767.0982911932894
2017-07-26,766.5711911932893
2017-08-02,767.1816911932893
2017-08-09,768.4652911932894
2017-08-16,767.7976911932894
2017-08-23,769.1362911932894
2017-08-30,770.0765911932893
2017-09-06,771.3547911932894
2017-09-13,774.6472911932894
2017-09-20,776.0359911932894
2017-09-27,775.3352911932894
2017-10-04,777.1299283020443
2017-10-11,777.1927283020443
2017-10-18,778.4515283020444
2017-10-25,778.0034283020443
2017-11-01,780.5166283020444
2017-11-08,783.7508283020444
2017-11-15,784.1801283020444
2017-11-22,785.3971283020444
2017-11-29,788.7397283020443
2017-12-06,787.4530283020443
2017-12-13,787.6238283020443
2017-12-20,787.9325283020444
2017-12-27,788.4278283020443
2018-01-03,791.70352769372
2018-01-10,792.62372769372
2018-01-17,793.88132769372
2018-01-24,791.68922769372
2018-01-31,793.71982769372
2018-02-07,793.38542769372
2018-02-14,793.63212769372
2018-02-21,792.94232769372
2018-02-28,793.26852769372
2018-03-07,794.71852769372
2018-03-14,793.93432769372
2018-03-21,794.90722769372
2018-03-28,795.80592769372
2018-04-04,797.9103682867047
2018-04-11,796.8966682867048
2018-04-18,796.4122682867047
2018-04-25,796.3298682867048
2018-05-02,797.0900682867048
2018-05-09,798.2693682867048
2018-05-16,799.0121682867048
2018-05-23,799.6385682867048
2018-05-30,803.6932682867048
2018-06-06,802.9171682867047
2018-06-13,804.3078682867048
2018-06-20,803.5629682867047
2018-06-27,803.8255682867048
